F0_mean,F0_std,F0_range,Energy_mean,Energy_std,ZCR_mean,ZCR_std,Spectral_centroid_mean,Spectral_centroid_std,Spectral_flux_mean,MFCC_C0_mean,MFCC_C0_std,MFCC_C1_mean,MFCC_C1_std,MFCC_C2_mean,MFCC_C2_std,MFCC_C3_mean,MFCC_C3_std,MFCC_C4_mean,MFCC_C4_std,MFCC_C5_mean,MFCC_C5_std,MFCC_C6_mean,MFCC_C6_std,MFCC_C7_mean,MFCC_C7_std,MFCC_C8_mean,MFCC_C8_std,MFCC_C9_mean,MFCC_C9_std,MFCC_C10_mean,MFCC_C10_std,MFCC_C11_mean,MFCC_C11_std,MFCC_C12_mean,MFCC_C12_std,Delta_MFCC_C0_mean,Delta_MFCC_C0_std,Delta_MFCC_C1_mean,Delta_MFCC_C1_std,Delta_MFCC_C2_mean,Delta_MFCC_C2_std,Delta_MFCC_C3_mean,Delta_MFCC_C3_std,Delta_MFCC_C4_mean,Delta_MFCC_C4_std,Delta_MFCC_C5_mean,Delta_MFCC_C5_std
215.0819962581236,45.664420744801134,161.04733971847946,0.011136226,0.020593856,0.07626804498657118,0.0407560309544682,4614.92545565353,2659.896508301725,0.8165779,-545.93256,91.945786,90.511024,73.49918,21.5546,22.759832,-3.4355798,22.238853,-5.4324307,15.7315855,-7.009478,18.831522,-5.1613035,12.616297,-5.4392257,12.41175,-8.025896,13.343539,-9.535154,10.999063,-10.781533,12.675592,-8.467596,7.631634,-5.2889075,6.6735168,0.029723391,10.1064,0.035887484,7.711939,0.021991827,3.851864,0.00955005,3.3407142,0.0039255917,2.301292,0.003073684,2.3939528
