F0_mean,F0_std,F0_range,Energy_mean,Energy_std,ZCR_mean,ZCR_std,Spectral_centroid_mean,Spectral_centroid_std,Spectral_flux_mean,MFCC_C0_mean,MFCC_C0_std,MFCC_C1_mean,MFCC_C1_std,MFCC_C2_mean,MFCC_C2_std,MFCC_C3_mean,MFCC_C3_std,MFCC_C4_mean,MFCC_C4_std,MFCC_C5_mean,MFCC_C5_std,MFCC_C6_mean,MFCC_C6_std,MFCC_C7_mean,MFCC_C7_std,MFCC_C8_mean,MFCC_C8_std,MFCC_C9_mean,MFCC_C9_std,MFCC_C10_mean,MFCC_C10_std,MFCC_C11_mean,MFCC_C11_std,MFCC_C12_mean,MFCC_C12_std,Delta_MFCC_C0_mean,Delta_MFCC_C0_std,Delta_MFCC_C1_mean,Delta_MFCC_C1_std,Delta_MFCC_C2_mean,Delta_MFCC_C2_std,Delta_MFCC_C3_mean,Delta_MFCC_C3_std,Delta_MFCC_C4_mean,Delta_MFCC_C4_std,Delta_MFCC_C5_mean,Delta_MFCC_C5_std
176.5061803074614,27.03939411625354,102.26040753289381,0.0059368955,0.019436914,0.07618212417586114,0.030963633072477632,4865.507142410562,1917.0429486706557,0.71354467,-567.21814,81.937035,63.791317,54.356266,16.428741,23.872599,3.547727,14.188568,-0.7516742,10.945428,-4.5014324,15.2900095,-2.3648431,10.538326,-3.5161195,8.175436,-5.6153584,9.382946,-6.5090895,6.819857,-7.717042,8.908797,-5.972587,5.4651256,-5.161425,5.7410836,0.020238714,9.2101145,0.024347423,5.5659647,0.014885598,3.3512373,0.006397467,2.0894341,0.0012212041,1.7149543,-0.002636426,1.9172578
