F0_mean,F0_std,F0_range,Energy_mean,Energy_std,ZCR_mean,ZCR_std,Spectral_centroid_mean,Spectral_centroid_std,Spectral_flux_mean,MFCC_C0_mean,MFCC_C0_std,MFCC_C1_mean,MFCC_C1_std,MFCC_C2_mean,MFCC_C2_std,MFCC_C3_mean,MFCC_C3_std,MFCC_C4_mean,MFCC_C4_std,MFCC_C5_mean,MFCC_C5_std,MFCC_C6_mean,MFCC_C6_std,MFCC_C7_mean,MFCC_C7_std,MFCC_C8_mean,MFCC_C8_std,MFCC_C9_mean,MFCC_C9_std,MFCC_C10_mean,MFCC_C10_std,MFCC_C11_mean,MFCC_C11_std,MFCC_C12_mean,MFCC_C12_std,Delta_MFCC_C0_mean,Delta_MFCC_C0_std,Delta_MFCC_C1_mean,Delta_MFCC_C1_std,Delta_MFCC_C2_mean,Delta_MFCC_C2_std,Delta_MFCC_C3_mean,Delta_MFCC_C3_std,Delta_MFCC_C4_mean,Delta_MFCC_C4_std,Delta_MFCC_C5_mean,Delta_MFCC_C5_std
104.10549412115594,6.909857363860968,23.642667474539138,0.004685251,0.008781184,0.04995485523452611,0.04583796333905104,3160.3606768196614,2454.872147413627,0.8841613,-548.5642,62.80766,129.64604,52.036144,18.348795,15.913503,-14.615034,14.889982,-3.3132088,13.950103,-5.4768696,11.328251,-12.944572,9.172461,-11.910104,8.7776165,-9.26564,8.922897,-9.828291,6.9912543,-11.112965,7.6878242,-11.380505,7.8917627,-11.004181,8.170226,0.3325031,8.267055,0.32280448,6.383462,0.0895312,2.8466427,0.00543677,2.7523844,-0.0061578383,2.7520673,-0.04219959,2.1035123
